name,owner,description,url,createdAt,users,watchers,stars,forks,projects,issues,pullRequests,diskUsage,license,languages,primaryLanguage,environments,submodules,topics,extra
JavaScript-Basics,AbzMijon,In this repository i am learn and repeat all basics of JS,https://github.com/AbzMijon/JavaScript-Basics,2022-04-30,1,1,4,0,0,0,0,19,,"JavaScript,HTML",JavaScript,,,,
Wall-Clock,poonam-adlakha,"Wall Clock made using HTML, CSS and JavaScript",https://github.com/poonam-adlakha/Wall-Clock,2022-04-30,1,1,4,2,0,1,2,30,,"HTML,JavaScript,CSS",CSS,,,"html,clock,css,javascript,timer",
napi-nanoid,rustq,The NAPI nanoid written in Rust,https://github.com/rustq/napi-nanoid,2022-04-30,4,2,61,1,0,2,25,1030,MIT,Rust,Rust,,,"javascript,nodejs,rust",
Javascript,GorgeousBug,,https://github.com/GorgeousBug/Javascript,2022-04-30,1,1,0,0,0,0,0,3,,JavaScript,JavaScript,,,,
JAVASCRIPT,SHINYEBIN,,https://github.com/SHINYEBIN/JAVASCRIPT,2022-04-30,1,1,0,0,0,0,0,13274,,"JavaScript,HTML,CSS",HTML,,,,
JavaScript,Mujahedyousef,,https://github.com/Mujahedyousef/JavaScript,2022-04-30,1,1,1,0,0,0,0,38,MIT,,,,,,
JavaScript,Nestvika,,https://github.com/Nestvika/JavaScript,2022-04-30,1,1,0,0,0,0,0,11,,JavaScript,JavaScript,,,,
JavaScript,hanmagsitare,자바스크립트  강의 소스 모음,https://github.com/hanmagsitare/JavaScript,2022-04-30,1,1,0,0,0,0,0,4,MIT,,,,,,
JavaScript,felipecavedon,JS Knowledge Base,https://github.com/felipecavedon/JavaScript,2022-04-30,1,1,0,0,0,0,0,6,,JavaScript,JavaScript,,,,
javascript,yses9296,JavaScript 공부 노트,https://github.com/yses9296/javascript,2022-04-30,1,1,0,0,0,0,0,20161,,"HTML,JavaScript,CSS",HTML,,,,
JavaScript,tatyana-romanova,,https://github.com/tatyana-romanova/JavaScript,2022-04-30,1,1,0,0,0,0,0,1,,,,,,,
JavaScript,CandeAli,,https://github.com/CandeAli/JavaScript,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
JavaScript,matpetro,Web development projects,https://github.com/matpetro/JavaScript,2022-04-30,1,1,0,0,0,0,0,22519,,"JavaScript,CSS,HTML,Python",JavaScript,,,,
JavaScript,Elieeeya,Учебные проекты по JavaScript,https://github.com/Elieeeya/JavaScript,2022-04-30,1,1,0,0,0,0,0,77,,"JavaScript,HTML,CSS",JavaScript,,,,
JavaScript,neeel13,,https://github.com/neeel13/JavaScript,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
javaScript,imarfin,,https://github.com/imarfin/javaScript,2022-04-30,1,1,0,0,0,0,0,2,,"HTML,JavaScript,CSS",JavaScript,,,,
Javascript,mustafaacikyol,Basic Exercises of Javascript,https://github.com/mustafaacikyol/Javascript,2022-04-30,1,1,0,0,0,0,0,53,,"JavaScript,HTML,CSS",JavaScript,,,,
JavaScript,AnastasiiaMarinova,Homeworks ,https://github.com/AnastasiiaMarinova/JavaScript,2022-04-30,1,1,0,0,0,0,0,13,,"JavaScript,HTML",JavaScript,,,,
Javascript,Tculls,,https://github.com/Tculls/Javascript,2022-04-30,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
javascript,ivo-roilev,,https://github.com/ivo-roilev/javascript,2022-04-30,1,1,0,0,0,0,0,2,,JavaScript,JavaScript,,,,
JAVASCRIPT,oliverTwist2,Learning Javascript,https://github.com/oliverTwist2/JAVASCRIPT,2022-04-30,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
JavaScript,astghbaroyan,,https://github.com/astghbaroyan/JavaScript,2022-04-30,1,1,0,0,0,0,1,52605,,"HTML,JavaScript,CSS",JavaScript,,,,
JavaScript,atmanamlouk,,https://github.com/atmanamlouk/JavaScript,2022-04-30,1,1,0,0,0,0,0,0,,"HTML,JavaScript,CSS",HTML,,,,
javascript,gushiwen,,https://github.com/gushiwen/javascript,2022-04-30,1,1,0,0,0,1,0,74060,,"HTML,JavaScript",JavaScript,github-pages,,,
javascript,hayro45,Javascript örnek alıştırmalar,https://github.com/hayro45/javascript,2022-04-30,1,1,0,0,0,0,0,3,,,,,,,
javascript,marcossilva8,Curso de JavaScript,https://github.com/marcossilva8/javascript,2022-04-30,1,1,0,0,0,0,0,6609,MIT,HTML,HTML,,,,
Javascript,HWCronicus,,https://github.com/HWCronicus/Javascript,2022-04-30,1,1,0,0,0,0,0,42,,"HTML,JavaScript",JavaScript,,,,
JavaScript,figurinhasatualizadas,,https://github.com/figurinhasatualizadas/JavaScript,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
Javascript,SvetlanaTsvirko,,https://github.com/SvetlanaTsvirko/Javascript,2022-04-30,1,1,0,0,0,0,3,6,,JavaScript,JavaScript,,,,
javaScript,tonyberbesi,,https://github.com/tonyberbesi/javaScript,2022-04-30,1,1,0,0,0,0,0,2,MIT,,,,,,
javascript,moriss,,https://github.com/moriss/javascript,2022-04-30,1,2,0,0,0,0,0,0,,,,,,,
Javascript,Aizupv,,https://github.com/Aizupv/Javascript,2022-04-30,1,1,0,0,0,0,0,3,,"JavaScript,HTML",JavaScript,,,,
JavaScript,Saijentor,The result of learning JavaScript is displayed in this repository,https://github.com/Saijentor/JavaScript,2022-04-30,1,1,0,0,0,0,0,17,,JavaScript,JavaScript,,,,
JavaScript,Anahit-Davtyan,,https://github.com/Anahit-Davtyan/JavaScript,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
JavaScript,olghotin,,https://github.com/olghotin/JavaScript,2022-04-30,1,1,0,0,0,0,0,3,,JavaScript,JavaScript,,,,
JavaScript,hoft1337,,https://github.com/hoft1337/JavaScript,2022-04-30,1,1,0,0,0,0,0,69,,JavaScript,JavaScript,,,,
Javascript,Gimmingyu,Study Javacript with Codepen,https://github.com/Gimmingyu/Javascript,2022-04-30,1,1,0,0,0,0,0,4,,JavaScript,JavaScript,,,,
JavaScript,Jefferson-santos-franca,Projetos em javascript,https://github.com/Jefferson-santos-franca/JavaScript,2022-04-30,1,1,0,0,2,0,0,0,,,,,,,
koishi-plugin-eval,koishijs,Execute JavaScript in Koishi,https://github.com/koishijs/koishi-plugin-eval,2022-04-30,18,1,1,3,0,3,3,83,MIT,TypeScript,TypeScript,"Preview,Production",,"koishi,plugin,sandbox,code,evaluation",
Javascript_helloworld,Yara-ElSakka,"my very first js code, hello world !!",https://github.com/Yara-ElSakka/Javascript_helloworld,2022-04-30,1,1,2,0,0,0,0,2,,"JavaScript,HTML",HTML,,,,
CursoemVideo-JavaScript,Henrique-Sc,Exercícios e arquivos de aulas feito durante o curso de JavaScript do Curso em Vídeo,https://github.com/Henrique-Sc/CursoemVideo-JavaScript,2022-04-30,1,1,2,0,0,0,0,3144,MIT,"CSS,HTML,JavaScript",HTML,github-pages,,"cursoemvideo,development,javascript",
scrimba,arcismd,Projects based on The Frontend Developer Career Path curriculum.,https://github.com/arcismd/scrimba,2022-04-30,1,1,12,6,0,0,12,38835,,"CSS,HTML,JavaScript",JavaScript,github-pages,,"react,css,html,javascript,apis,responsive-web-design,uidesign,git",
javascript1,kshirsagarpranav,javascript tut,https://github.com/kshirsagarpranav/javascript1,2022-04-30,1,1,0,0,0,0,0,20,,"JavaScript,HTML",JavaScript,,,,
JavascriptFirst,LuongDo96,,https://github.com/LuongDo96/JavascriptFirst,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
Javascript1,Sofiaoses,,https://github.com/Sofiaoses/Javascript1,2022-04-30,1,1,0,0,0,0,0,608,,"CSS,HTML,JavaScript",JavaScript,github-pages,,,
JavascriptStudy,nameybs,Javascript Study Repo,https://github.com/nameybs/JavascriptStudy,2022-04-30,1,1,0,0,0,0,1,10,,"HTML,JavaScript",JavaScript,,,javascript,
JAvascript2022,nermeennasim,,https://github.com/nermeennasim/JAvascript2022,2022-04-30,1,1,0,0,0,0,0,41,,"JavaScript,HTML,CSS",JavaScript,,,,
JavascriptTutorial,chaitalivinodsawant,Learning Javascript 30 April 2022,https://github.com/chaitalivinodsawant/JavascriptTutorial,2022-04-30,1,1,0,0,0,0,0,0,,HTML,HTML,,,,
javascriptExample,KukJinKim0211,자바스크립트 공부/예제,https://github.com/KukJinKim0211/javascriptExample,2022-04-30,1,1,0,0,0,0,0,199,,"JavaScript,HTML,CSS",HTML,,,,
Portfolio,DarkM4tt,"My portfolio using Html, Css & Javascript",https://github.com/DarkM4tt/Portfolio,2022-04-30,1,1,4,0,0,0,1,2916,,"HTML,JavaScript,CSS",HTML,"github-pages,Preview,Production",,,
JavascriptCodeCamp,SilentMaster88,,https://github.com/SilentMaster88/JavascriptCodeCamp,2022-04-30,1,1,0,0,0,0,0,3,,JavaScript,JavaScript,,,,
javascriptParte1,Nahuel1502,,https://github.com/Nahuel1502/javascriptParte1,2022-04-30,1,1,0,0,0,0,0,0,,"HTML,JavaScript",JavaScript,,,,
reactivity,mod7ex,reactivity in javascript,https://github.com/mod7ex/reactivity,2022-04-30,1,1,2,0,0,0,0,10,,,,,,,
ecommerce,NathalyStudio,First project on Tzuzul Code - Bootcamp frontend with Javascript. ,https://github.com/NathalyStudio/ecommerce,2022-04-30,2,1,0,2,0,0,2,59,,"HTML,CSS,JavaScript",JavaScript,github-pages,,,
pool-contracts,urmybestfriend,prize-linked savings game Solidity smart contracts.,https://github.com/urmybestfriend/pool-contracts,2022-04-30,1,1,7,1,0,0,0,9232,GPL-3.0,"Solidity,JavaScript,Shell",JavaScript,,,"javascript,solidity",
threejs-character-controller,KrtinShet,"control basic movements like walk, run, jump, turn right and left",https://github.com/KrtinShet/threejs-character-controller,2022-04-30,1,1,8,2,0,0,0,73873,,"JavaScript,HTML,CSS",JavaScript,,,"character-controller,javascript,nodejs,readyplayerme,three-js",
Javascripttodolist,inamozgur,,https://github.com/inamozgur/Javascripttodolist,2022-04-30,1,1,0,0,0,0,0,3,,"HTML,JavaScript,CSS",HTML,,,,
Javascript-todolist,yesimcetintas,,https://github.com/yesimcetintas/Javascript-todolist,2022-04-30,1,1,0,0,0,0,0,23,,"JavaScript,CSS,HTML",HTML,,,,
javascript_events,instincthub,Javascript Basic ,https://github.com/instincthub/javascript_events,2022-04-30,2,1,0,0,0,0,0,257,,"JavaScript,HTML,CSS",HTML,,,,
javascript-basics,satish2010,,https://github.com/satish2010/javascript-basics,2022-04-30,1,1,0,0,0,0,0,2,,"HTML,JavaScript",JavaScript,,,,
javascript-syntax,Sara2706,Testbook assignment,https://github.com/Sara2706/javascript-syntax,2022-04-30,1,1,0,0,0,0,0,1,,HTML,HTML,,,,
algorithms-javascript,luislucena16,"algorithms by parts, APIs, integrations, data base and execution. JavaScript with NodeJS",https://github.com/luislucena16/algorithms-javascript,2022-04-30,1,1,0,0,0,0,0,1,MIT,,,,,,
javascript-Var,Rumam786,,https://github.com/Rumam786/javascript-Var,2022-04-30,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
Progetti_javascript,Ferdinando222,,https://github.com/Ferdinando222/Progetti_javascript,2022-04-30,1,1,0,0,0,0,0,4,,"HTML,JavaScript,CSS",CSS,,,,
javascript-sorting,Gittenger,,https://github.com/Gittenger/javascript-sorting,2022-04-30,1,2,0,0,0,0,0,0,,JavaScript,JavaScript,,,,
Javascript-game,aw0605,,https://github.com/aw0605/Javascript-game,2022-04-30,1,1,0,0,0,0,0,3,,"CSS,HTML,JavaScript",JavaScript,github-pages,,,
__SnakeJavascript,khalilo2ya,,https://github.com/khalilo2ya/__SnakeJavascript,2022-04-30,1,1,0,0,0,0,0,2,,"HTML,JavaScript,CSS",JavaScript,,,,
javascript_quiz,LeandriB,Challenge 4 of MSU coding bootcamp,https://github.com/LeandriB/javascript_quiz,2022-04-30,1,1,0,0,0,0,0,305,,"CSS,JavaScript,HTML",JavaScript,github-pages,,,
Advance-Javascript,stupidcoder22,,https://github.com/stupidcoder22/Advance-Javascript,2022-04-30,1,1,0,0,0,0,0,796,,"JavaScript,HTML,CSS",HTML,,,,
Javascript-Calculator,wiridho,Making Simple Calculator with Javascript,https://github.com/wiridho/Javascript-Calculator,2022-04-30,1,1,0,0,0,0,0,1,,"JavaScript,HTML,CSS",HTML,,,,
javascript-objects,vdbealman,,https://github.com/vdbealman/javascript-objects,2022-04-30,1,1,0,0,0,0,0,6,,,,,,,
javascript_11,juancaicedoum,,https://github.com/juancaicedoum/javascript_11,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
javascript-oop,okp980,a simple product display page and cart items ,https://github.com/okp980/javascript-oop,2022-04-30,1,1,0,0,0,0,0,5307,,"JavaScript,HTML,CSS,TypeScript",CSS,,,,
advanced-javascript,limon-programming-hero,,https://github.com/limon-programming-hero/advanced-javascript,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
aula.javascript,pablohos024,JavaScript DIO,https://github.com/pablohos024/aula.javascript,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
Clock-Javascript,felipediogo0,,https://github.com/felipediogo0/Clock-Javascript,2022-04-30,1,1,0,0,0,0,0,1,,"HTML,JavaScript,CSS",HTML,,,,
Javascript-comments,Rumam786,,https://github.com/Rumam786/Javascript-comments,2022-04-30,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
javascript-zivano,mateozivano,,https://github.com/mateozivano/javascript-zivano,2022-04-30,1,1,0,0,0,0,0,20,,"HTML,JavaScript,CSS",JavaScript,,,,
Javascript-Challenge,lizmwania,,https://github.com/lizmwania/Javascript-Challenge,2022-04-30,1,1,0,0,0,0,0,1262,,"HTML,CSS,JavaScript",JavaScript,,,,
Learning-Javascript,Prabhunandan66,Concept related Blogs,https://github.com/Prabhunandan66/Learning-Javascript,2022-04-30,1,2,0,0,0,0,0,81,,,,,,,
javascript-refresher,ErMapsh,,https://github.com/ErMapsh/javascript-refresher,2022-04-30,1,1,0,0,0,0,0,844,,"HTML,JavaScript",HTML,,,,
javascript_logic,Raviyadav1234,"In This repo, I want to describes some javascript logic.",https://github.com/Raviyadav1234/javascript_logic,2022-04-30,1,1,0,0,0,0,0,3,,JavaScript,JavaScript,,,,
exercicios-javascript,Renalto-da-Paz-Jose-Lucas,Um lote de exercicios resolvidos na mesma pagina sobre javascript,https://github.com/Renalto-da-Paz-Jose-Lucas/exercicios-javascript,2022-04-30,1,1,0,0,0,0,0,4,MIT,JavaScript,JavaScript,,,,
traditionalJavascript,APedko2016,,https://github.com/APedko2016/traditionalJavascript,2022-04-30,1,2,0,0,1,0,0,114,,HTML,HTML,github-pages,,,
javascript-potfolio,2000-Nanayaw,,https://github.com/2000-Nanayaw/javascript-potfolio,2022-04-30,1,1,0,0,0,0,0,3640,,"JavaScript,HTML",JavaScript,,,,
javascript_learning,Gaurav3009,,https://github.com/Gaurav3009/javascript_learning,2022-04-30,1,1,0,0,0,0,0,40,,"JavaScript,CSS,HTML",HTML,,,,
Learning-Javascript,barrosodavid,Learning full stack development with javascript https://fullstackopen.com/en/,https://github.com/barrosodavid/Learning-Javascript,2022-04-30,1,1,0,0,0,0,0,1337,,"HTML,JavaScript,Procfile,CSS",JavaScript,,,,
javascript-calculator,Priyanshuvishwa81,"in this project we are only use html , css and java script.",https://github.com/Priyanshuvishwa81/javascript-calculator,2022-04-30,1,1,1,0,0,0,0,11,,"HTML,CSS,JavaScript",JavaScript,github-pages,,,
Javascript-Calculator,EmmanuelOta,Calculator built in HTML CSS and Javascript,https://github.com/EmmanuelOta/Javascript-Calculator,2022-04-30,1,1,0,0,0,0,0,2,,HTML,HTML,,,,
sorteioJavascript,AfonsoAmorim,,https://github.com/AfonsoAmorim/sorteioJavascript,2022-04-30,1,1,0,0,0,0,0,60,,HTML,HTML,,,,
javascript-dsa,Noushad-web,,https://github.com/Noushad-web/javascript-dsa,2022-04-30,1,1,0,0,0,0,0,1,,"HTML,JavaScript",JavaScript,,,,
javascript-practico,Emanuel1989,Prácticas por curso online,https://github.com/Emanuel1989/javascript-practico,2022-04-30,1,1,1,0,0,0,0,7,MIT,"JavaScript,HTML",JavaScript,github-pages,,,
javascript-intro,Mouradost,,https://github.com/Mouradost/javascript-intro,2022-04-30,1,1,0,0,0,0,0,30,MIT,"HTML,JavaScript,CSS,Python",JavaScript,github-pages,,,
asteroids-javascript,macmullensantiago,,https://github.com/macmullensantiago/asteroids-javascript,2022-04-30,1,2,0,0,0,0,0,7,,HTML,HTML,,,,
javascript_VIP,resgg,,https://github.com/resgg/javascript_VIP,2022-04-30,1,1,0,0,0,0,0,216,,"CSS,HTML",HTML,,,,
exercism-javascript,mustafa-kapadia1483,Solutions to the Exercism.io JavaScript track problems. My Journey taking on the exercises on JavaScript track of exercism.org,https://github.com/mustafa-kapadia1483/exercism-javascript,2022-04-30,1,1,0,0,0,0,0,880,,JavaScript,JavaScript,,,"exercises,exercism,exercism-solutions,learning,learning-by-doing",
Javascript-Projekte,JMaratkanov,"Alle meine Projekte mit denen ich JS gelernt habe, Hauptsächlich HTML und JS Files aus XAMPP/htdocs, Todo-Liste und Snake",https://github.com/JMaratkanov/Javascript-Projekte,2022-04-30,1,1,0,0,0,0,0,171,,"CSS,HTML,JavaScript",HTML,,,,
javascript-stutern,WatchDogg27,,https://github.com/WatchDogg27/javascript-stutern,2022-04-30,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
Javascript-coures,codysun1912,,https://github.com/codysun1912/Javascript-coures,2022-04-30,1,1,0,0,0,0,0,3730,,"JavaScript,TypeScript,CSS,HTML,Less,SCSS",JavaScript,,,,
Javascript-calculator,thenaijadev,,https://github.com/thenaijadev/Javascript-calculator,2022-04-30,1,1,0,0,0,0,0,1,,"HTML,JavaScript,CSS",HTML,,,,
javascript-operators,Sara2706,Javascript operators assignment,https://github.com/Sara2706/javascript-operators,2022-04-30,1,1,0,0,0,0,0,1,,HTML,HTML,,,,
javascript_fundamentals,shazaaly,"Js based Notes , Todo Apps and Hangman game",https://github.com/shazaaly/javascript_fundamentals,2022-04-30,1,1,0,0,0,0,0,215,,"JavaScript,HTML,CSS",JavaScript,,,,
javascript_tut,shubharthaksangharsha,,https://github.com/shubharthaksangharsha/javascript_tut,2022-04-30,1,1,0,0,0,0,0,7,,"HTML,JavaScript",JavaScript,,,,
introducao-javascript,keeeevinwu,"dois projetos simples desenvolvidos em HTML, CSS e JavaScript.",https://github.com/keeeevinwu/introducao-javascript,2022-04-30,1,1,0,0,0,0,0,4,,"CSS,JavaScript,HTML",CSS,,,,
javascript-quiz,BenHuf,,https://github.com/BenHuf/javascript-quiz,2022-04-30,1,1,0,0,0,0,0,51,,"CSS,JavaScript,HTML",JavaScript,github-pages,,,
Javascript-Projects,FrenchMCX,This repository is created to store my past and present Javascript projects.,https://github.com/FrenchMCX/Javascript-Projects,2022-04-30,1,1,0,0,0,0,0,4118,,"HTML,JavaScript,CSS",JavaScript,,,,
javascript-samples,edzrama,,https://github.com/edzrama/javascript-samples,2022-04-30,1,1,0,0,0,0,0,16,,"JavaScript,HTML,CSS",JavaScript,,,,
javascript-dom,biswajitsundara,,https://github.com/biswajitsundara/javascript-dom,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
javascript-issue,vitoneto,Trying to use js file,https://github.com/vitoneto/javascript-issue,2022-04-30,1,0,1,0,0,0,0,29965,,"JavaScript,TypeScript,HTML,Sass,CSS",HTML,,,,
javascript-todo,hayata19791218,,https://github.com/hayata19791218/javascript-todo,2022-04-30,1,1,0,0,0,0,0,1,,"CSS,HTML,JavaScript",JavaScript,github-pages,,,
javascript-repository,santy-gegenschatz,A repository with javascript programs,https://github.com/santy-gegenschatz/javascript-repository,2022-04-30,1,1,1,0,0,0,0,279,,"HTML,JavaScript,CSS",JavaScript,,,,
javascript-calculator,heikkikoodaa,,https://github.com/heikkikoodaa/javascript-calculator,2022-04-30,1,1,0,0,0,0,0,5,,"JavaScript,HTML,CSS",JavaScript,,,,
javascript-games,NguyenHChinh,Simple games made in plain JavaScript from scratch,https://github.com/NguyenHChinh/javascript-games,2022-04-30,1,1,1,0,0,0,0,33,,"HTML,JavaScript,CSS",JavaScript,github-pages,,,
Learn_Javascript,MoneyDevlp,use fetch with json,https://github.com/MoneyDevlp/Learn_Javascript,2022-04-30,1,1,0,0,0,0,0,1814,,"JavaScript,HTML",JavaScript,,,,
Javascript-Projects,JeCFe,,https://github.com/JeCFe/Javascript-Projects,2022-04-30,1,1,0,0,0,0,0,3,,"HTML,JavaScript,CSS",JavaScript,,,,
Calculadora-Basica-Dark,est8r,Calculadora de operações básicas com funcionalidades JS,https://github.com/est8r/Calculadora-Basica-Dark,2022-04-30,1,1,3,0,0,0,0,2,,"HTML,CSS,JavaScript",HTML,github-pages,,javascript,
login-league-of-legends,rolwane,"Tela de login do jogo League of Legends replicada usando HTML, CSS e JavaScript.",https://github.com/rolwane/login-league-of-legends,2022-04-30,1,1,7,0,0,0,0,3525,,"HTML,JavaScript,CSS",CSS,github-pages,,,
Curso-JavaScript,Armuto-Live,,https://github.com/Armuto-Live/Curso-JavaScript,2022-04-30,1,1,0,0,0,0,0,4,,"HTML,JavaScript,CSS",JavaScript,,,,
JavaScript-Demo,BardhanShipra,,https://github.com/BardhanShipra/JavaScript-Demo,2022-04-30,1,1,0,0,0,0,0,0,,,,,,,
javascript-Calculator-Project,arjit1234,,https://github.com/arjit1234/javascript-Calculator-Project,2022-04-30,1,1,0,0,0,0,0,0,,"CSS,HTML,JavaScript",JavaScript,,,,
Javascript-Project-1,Rishab-k2001,,https://github.com/Rishab-k2001/Javascript-Project-1,2022-04-30,1,1,0,0,0,0,2,18225,,"HTML,JavaScript,CSS",JavaScript,github-pages,,,
javascript-Data-Types,Rumam786,,https://github.com/Rumam786/javascript-Data-Types,2022-04-30,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
javascript-course-ch,jorgefalconcampos,,https://github.com/jorgefalconcampos/javascript-course-ch,2022-04-30,1,1,0,0,0,0,0,3,,"HTML,JavaScript",JavaScript,,,,
Javascript-Weather-App,anandshuklaweb,Weather App Using Javascript,https://github.com/anandshuklaweb/Javascript-Weather-App,2022-04-30,1,1,0,0,0,0,0,47,,"HTML,JavaScript,CSS",HTML,,,"api,bootstrap,javascript",
javascript-solved-question,Anupamit,,https://github.com/Anupamit/javascript-solved-question,2022-04-30,1,1,0,0,0,0,0,37,,JavaScript,JavaScript,,,,
JavaScript30,johnnydomingo,,https://github.com/johnnydomingo/JavaScript30,2022-04-30,1,1,0,0,0,0,4,5288,,"HTML,CSS",HTML,,,,
JavaScript2,kohdai13,,https://github.com/kohdai13/JavaScript2,2022-04-30,1,1,0,0,0,0,0,0,,JavaScript,JavaScript,,,,
Curso-JavaScript,jarai-santos,,https://github.com/jarai-santos/Curso-JavaScript,2022-04-30,1,1,0,0,0,0,0,54,,"HTML,JavaScript",HTML,,,,
Javascript-Stop-Watch,coderpatel,,https://github.com/coderpatel/Javascript-Stop-Watch,2022-04-30,1,1,0,0,0,0,0,2,,"CSS,HTML,JavaScript",HTML,,,,
Javascript-Week-3,juanhdzx,Guided Inquiry for Week 3,https://github.com/juanhdzx/Javascript-Week-3,2022-04-30,1,1,0,0,0,0,0,1,,"HTML,JavaScript",JavaScript,,,,
javascript--dev-03,abidindeniz,,https://github.com/abidindeniz/javascript--dev-03,2022-04-30,1,1,0,0,0,0,0,3,,"JavaScript,HTML,CSS",JavaScript,,,,
Curso-JavaScript,NicollasAlbert,Aprendizado básico de JavaScript,https://github.com/NicollasAlbert/Curso-JavaScript,2022-04-30,1,1,0,0,0,0,0,18,,"JavaScript,HTML",JavaScript,,,,
Javascript_tutor2022,mcgamma04,,https://github.com/mcgamma04/Javascript_tutor2022,2022-04-30,1,0,1,0,0,0,0,18,,"JavaScript,HTML,CSS",JavaScript,,,,
gitbook-javascript-codingtest,im-cherry,자바스크립트 for 코딩테스트,https://github.com/im-cherry/gitbook-javascript-codingtest,2022-04-30,1,1,1,0,0,0,0,688,,,,,,,
javascript-regular-expression,xgravellx,Javascript Regular Expression,https://github.com/xgravellx/javascript-regular-expression,2022-04-30,1,1,0,0,0,0,0,1,,"JavaScript,HTML",HTML,,,"javascript,regular-expression",
javascript_Exercicio_IF,pedrofratassi,Repositório para Exercícios feitos em sala de aula da disciplina de Desenvolvimeto Web do IF - ADS,https://github.com/pedrofratassi/javascript_Exercicio_IF,2022-04-30,1,1,0,0,0,0,0,9,MIT,"HTML,JavaScript",HTML,,,,
TabelaSomaJavascript,itamarjp,,https://github.com/itamarjp/TabelaSomaJavascript,2022-04-30,1,2,0,1,0,0,0,0,,HTML,HTML,github-pages,,,
javascript-drum-kit,vkanadia,,https://github.com/vkanadia/javascript-drum-kit,2022-04-30,1,1,0,0,0,0,0,366,,"HTML,JavaScript,CSS",JavaScript,github-pages,,,
javascript-course-repo,worksform,,https://github.com/worksform/javascript-course-repo,2022-04-30,1,1,0,0,0,1,0,0,,,,,,,
introduction-to-javascript,saiddddd,,https://github.com/saiddddd/introduction-to-javascript,2022-04-30,1,1,0,0,0,0,0,17,GPL-3.0,"HTML,JavaScript",HTML,,,,
